"","spp","dbh"
"700","ACSA",27
"701","BEAL",10.7
"702","ACSA",12.9
"703","FAGR",17.8
"704","ACSA",13.5
"705","ACSA",18.2
"706","ACSA",14.2
"707","ACSA",19.3
"708","ACSA",21.2
"709","ACSA",21.3
"710","ACSA",19.5
"711","ACSA",14
"712","FAGR",13.1
"713","FAGR",29.3
"714","ACSA",16.2
"715","ACSA",34.4
"716","ACSA",13.4
"717","ACSA",34.2
"718","FAGR",31.8
"719","ACSA",38.1
"720","ACSA",24.6
"721","ACSA",47.7
