"","spp","dbh"
"172","ACSA",11.9
"173","ACSA",21.1
"174","ACSA",22.6
"175","ACSA",11.4
"176","ACSA",41
"177","ACSA",23
"178","ACSA",13.1
"179","ACSA",13
"180","BEAL",12.1
"181","ACSA",12
"182","ACSA",22.3
"183","ACSA",38.1
"184","BEAL",19.4
"185","ACSA",28.1
"186","BEAL",21
"187","BEAL",26.7
"188","ACSA",10.1
"189","ACSA",22.5
"190","ACSA",11
