"","spp","dbh"
"110","ACSA",13.8
"111","ACSA",34.3
"112","ACSA",12.1
"113","ACSA",35.9
"114","ACSA",39.8
"115","ACSA",16.3
"116","ACSA",41
"117","ACSA",17.9
"118","ACSA",39.7
"119","ACSA",16.4
"120","ACSA",13
"121","ACSA",32.2
"122","BEAL",12.9
"123","BEAL",12.2
