"","spp","dbh"
"415","ACSA",34.1
"416","ACSA",39.9
"417","ACSA",32.1
"418","ACSA",18.2
"419","ACSA",31.4
"420","FAGR",12.2
"421","ACSA",27.1
"422","ACSA",35
"423","ACSA",11
