"","spp","dbh"
"309","ACSA",10.3
"310","ACSA",35.2
"311","ACSA",52.6
"312","FAGR",15.4
"313","ACSA",28.7
"314","ACSA",36.5
"315","ACSA",26.9
"316","BEAL",44.2
"317","BEAL",52.8
"318","ACSA",21.2
"319","ACSA",34
"320","ACSA",19.4
"321","ACSA",19.3
"322","ACRU",36
"323","ACSA",10.3
