"","spp","dbh"
"597","ACSA",28.7
"598","ACSA",17.1
"599","ACSA",19.3
"600","ACSA",12.2
"601","ACSA",27.7
"602","PIRU",18.5
"603","ACSA",30
"604","FAGR",12.9
"605","FAGR",41.1
"606","FAGR",11.3
"607","FAGR",10.5
"608","FAGR",11
"609","FAGR",12.2
"610","ACRU",33.8
"611","FAGR",27.4
"612","FAGR",20.1
"613","FAGR",12
"614","FAGR",16.3
"615","FAGR",22.9
"616","FAGR",14
"617","BEAL",26.3
