"","spp","dbh"
"100","ACSA",23.7
"101","ACSA",36.7
"102","FAGR",17.3
"103","ACSA",16.5
"104","ACSA",33.1
"105","ACSA",19.5
"106","ACSA",24.3
"107","ACSA",13.1
"108","ACSA",38.8
"109","ACSA",47.2
