"","spp","dbh"
"511","FAGR",16.1
"512","ACSA",15.1
"513","ACSA",32
"514","ACSA",36.6
"515","ACSA",10.2
"516","ACSA",17.5
"517","BEAL",10.6
"518","ACSA",73.5
"519","FAGR",11.6
"520","FAGR",19.2
"521","FAGR",14.5
"522","ACPE",17
"523","BEAL",40.6
"524","PIRU",18.7
"525","ACSA",39.5
"526","ACSA",62.4
"527","FAGR",11.3
"528","FAGR",13.3
