"","spp","dbh"
"20","ACSA",32.8
"21","ACSA",15.1
"22","FAGR",17.5
"23","ACSA",43
"24","ACSA",10.9
"25","BEAL",11.3
"26","BEAL",23.6
"27","BEAL",15.1
"28","ACSA",11
"29","BEAL",19.5
"30","ACSA",32.2
"31","ACSA",28
"32","ACSA",39
"33","ACSA",23.6
"34","BEAL",16.2
"35","BEAL",15.5
"36","BEAL",18
"37","ACSA",43.7
