"","spp","dbh"
"395","ACSA",28.1
"396","ACSA",24.2
"397","ACSA",16.5
"398","ACSA",10.8
"399","ACSA",17.6
"400","ACSA",17
"401","ACSA",11.1
"402","ACSA",13.6
"403","ACSA",32.7
"404","BEAL",29.7
"405","FAGR",16.3
"406","BEAL",25.1
"407","ACSA",25
"408","ACSA",27.4
"409","ACSA",21.2
"410","ACSA",30.2
"411","ACSA",27
"412","ACSA",25.5
"413","ACSA",12.6
"414","ACSA",15.8
