"","spp","dbh"
"663","ACSA",11.3
"664","BEAL",39
"665","FAGR",17
"666","FAGR",10.9
"667","BEAL",31.3
"668","PIRU",12.7
"669","BEAL",32.4
"670","ACRU",45.9
"671","BEAL",10.4
"672","BEAL",17
"673","BEAL",38.1
"674","FAGR",30.3
"675","FAGR",19.2
"676","BEAL",49.8
"677","FAGR",17.5
"678","ACRU",12.4
"679","BEAL",39.6
"680","PIRU",14.6
"681","PIRU",10.2
"682","PIRU",14.1
"683","FAGR",10.9
"684","FAGR",19.6
"685","FAGR",15.4
"686","BEAL",28.9
"687","ACPE",11.4
