"","spp","dbh"
"1","ACSA",21.1
"2","ACSA",27.6
"3","ACSA",25.1
"4","ACSA",34.5
"5","ACSA",24.4
"6","ACSA",10.5
"7","ACSA",16.9
"8","ACSA",40.2
"9","ACSA",35.7
"10","ACSA",37.7
"11","ACSA",12.2
"12","ACSA",32
"13","ACSA",20.5
"14","BEAL",14.3
"15","BEAL",15.2
"16","ACSA",26.7
"17","ACSA",26.1
"18","ACSA",12.8
"19","ACSA",19.7
