"","spp","dbh"
"124","ACRU",12.3
"125","ACRU",15.5
"126","ACRU",19.7
"127","ACSA",27.3
"128","ACSA",42.5
"129","ACSA",28.7
"130","ACSA",27.9
"131","ACSA",10.9
"132","ACSA",31.1
"133","ACSA",24.5
"134","ACSA",19.5
"135","ACRU",12.3
"136","ACSA",11.5
"137","ACSA",12.4
"138","ACSA",11.6
"139","ACSA",18
"140","ACPE",13.1
"141","BEAL",24.5
"142","BEAL",19.3
"143","ACSA",16.9
"144","ACSA",30
"145","FAGR",15
"146","ACSA",30.5
"147","ACSA",25.5
"148","ACSA",22.1
"149","ACSA",10.8
