"","spp","dbh"
"83","ACSA",11.8
"84","ACSA",35.8
"85","ACSA",28.6
"86","ACSA",10.1
"87","ACSA",38.4
"88","ACSA",20
"89","ACSA",31.5
"90","ACSA",38.2
"91","ACSA",28.1
"92","ACSA",13.6
"93","BEAL",12.3
"94","BEAL",12.7
"95","ACSA",17.2
"96","ACSA",10.8
"97","ACSA",32.5
"98","ACSA",26.8
"99","ACSA",17.8
