"","spp","dbh"
"294","ACSA",29.2
"295","ACSA",14.9
"296","ACSA",12.7
"297","ACSA",37.7
"298","ACSA",17.4
"299","ACSA",19.5
"300","ACSA",29.3
"301","ACSA",27.4
"302","ACSA",36.9
"303","BEAL",32.7
"304","ACSA",41.6
"305","ACSA",19.5
"306","ACSA",31.1
"307","ACSA",12
"308","ACSA",27.3
