"","spp","dbh"
"577","ACSA",12.4
"578","ACSA",31.4
"579","ACSA",44.4
"580","ACSA",40
"581","ACSA",27.5
"582","ACSA",12.4
"583","ACSA",21.7
"584","ACSA",27.2
"585","ACSA",21.9
"586","ACSA",11.7
"587","ACSA",23.9
"588","ACSA",12.3
"589","ACSA",19
"590","ACSA",10.3
"591","ACSA",16.7
"592","ACSA",14.8
"593","ACSA",38.8
"594","ACSA",27.5
"595","ACSA",33.2
"596","ACSA",29.7
