"","spp","dbh"
"244","FAGR",13.6
"245","ACPE",10.1
"246","FAGR",21.2
"247","FAGR",29.7
"248","ACSA",27
"249","ACSA",20.6
"250","FAGR",40.2
"251","FAGR",48.2
"252","FAGR",40.1
"253","ACRU",51.8
"254","ACSA",19.5
"255","FAGR",13.8
"256","BEAL",24.9
"257","FAGR",15.4
"258","ACPE",14.5
"259","FAGR",11
"260","FAGR",14.3
"261","ACSA",18.9
"262","FAGR",11.1
"263","FAGR",15.9
