"","spp","dbh"
"457","ACSA",39.6
"458","FAGR",27.5
"459","FAGR",11.9
"460","ACSA",35
"461","ACSA",47.4
"462","ACSA",13.7
"463","FAGR",17.2
"464","ACSA",35.4
"465","ACSA",20.9
"466","ACSA",15.2
"467","FAGR",10.9
