"","spp","dbh"
"67","ACSA",26.6
"68","BEAL",12.6
"69","ACSA",31
"70","ACSA",33.5
"71","ACSA",28.4
"72","ACSA",29.7
"73","ACSA",30.5
"74","ACSA",22.3
"75","ACSA",19
"76","ACSA",35.9
"77","BEAL",28.5
"78","ACSA",31.5
"79","ACSA",20.9
"80","ACSA",41.7
"81","BEAL",12.8
"82","ACSA",35
