"","spp","dbh"
"529","FAGR",38.4
"530","FAGR",12.8
"531","FAGR",19.3
"532","BEAL",21.1
"533","ABBA",13.1
"534","FAGR",10.8
"535","FAGR",12.9
"536","FAGR",24.7
"537","FAGR",26.5
"538","FAGR",22.4
"539","FAGR",19.5
"540","FAGR",18.3
"541","FAGR",25.3
"542","FAGR",29
"543","FAGR",24.5
"544","ACSA",31.4
"545","ACPE",11.7
"546","FAGR",13.4
"547","FAGR",13.9
"548","ACSA",23.8
"549","ACSA",14.8
"550","BEAL",45.1
"551","BEAL",31.8
