"","spp","dbh"
"441","ACSA",41
"442","FAGR",10.9
"443","ACSA",19.3
"444","ACSA",22
"445","ACSA",37.6
"446","ACSA",38.6
"447","ACSA",35.7
"448","ACSA",36.2
"449","ACSA",24.9
"450","ACSA",26.8
"451","BEAL",11.2
"452","ACSA",20.3
"453","FAGR",12.4
"454","ACSA",40.7
"455","ACSA",21.6
"456","BEAL",11
