"","spp","dbh"
"468","ACSA",10.8
"469","ACSA",14.4
"470","ACSA",23.1
"471","ACSA",20.7
"472","ACSA",26
"473","ACSA",27.7
"474","ACSA",25.2
"475","ACSA",10.8
"476","ACSA",25.1
"477","ACSA",33.7
"478","ACSA",31.4
"479","FAGR",17.5
"480","ACSA",46.1
"481","ACSA",18.1
