"","spp","dbh"
"228","ACSA",38.2
"229","ACSA",19.4
"230","FAGR",14.1
"231","FAGR",16.1
"232","PIRU",13
"233","ACRU",32.3
"234","FAGR",20
"235","ACSA",10.3
"236","ACSA",25.7
"237","FAGR",20.5
"238","ACSA",21.4
"239","ACSA",36.3
"240","ACSA",16.4
"241","BEAL",38.5
"242","BEAL",29.4
"243","BEAL",38.5
